idindicador,idunidad,iddepto,nomdepto,2005,2006,2007,2008,2009,2010
ttdiesti,20,15,boyaca,24.83,24.08,23.34,22.59,21.85,21.1
ttdiesti,20,15,boyaca,25.32,24.56,23.8,23.04,22.28,21.52
ttdiesti,20,73,tolima,20.62,20.37,20.13,19.88,19.64,19.39
ttdiesti,20,86,putumayo,19.31,19.1,18.88,18.67,18.45,18.24
ttdiesti,20,15,boyaca,29.6,28.41,27.23,26.04,24.86,23.68
ttdiesti,20,41,huila,24.06,23.53,22.99,22.46,21.92,21.39
pcrparin,1,25,cundinamarca,100,98.41,98.52,99.01,99.68,98.99
ttdiesti,20,20,cesar,26.41,25.82,25.23,24.64,24.05,23.47
pcrparin,1,68,santander,91.6,94.14,93.3,95.08,95.98,95.72
igrtgfec,2,50,meta,NA,NA,NA,NA,NA,NA
pcrparin,1,47,magdalena,100,99.52,99.75,99.73,99.77,100
ttdiesti,20,5,antioquia,17.26,17.07,16.88,16.69,16.49,16.3
pcrparin,1,15,boyaca,99.49,99.56,99.66,99.61,99.73,99.69
ttdiesti,20,91,amazonas,91.97,91.97,91.97,91.97,91.97,91.97
ttdiesti,20,27,choco,62.59,60.08,57.58,55.08,52.57,50.07
ttdiesti,20,68,santander,15.75,15.37,14.99,14.61,14.23,13.86
pcrparin,1,5,antioquia,96.88,94.85,92.93,97.3,97.46,98.86
ttdiesti,20,15,boyaca,16.56,16.06,15.56,15.07,14.57,14.07
ttdiesti,20,15,boyaca,24.23,23.26,22.29,21.32,20.35,19.38
pcrparin,1,85,casanare,98.86,99.36,99.24,99.2,99.55,98.37
pcrparin,1,15,boyaca,91.43,97.18,93.33,88.43,85.71,91.21
ttdiesti,20,15,boyaca,16.35,15.7,15.04,14.39,13.73,13.08
ttdiesti,20,54,n.santander,25.47646517,25.13521733,24.79190042,24.4463964,24.0985996,23.74808582
ttdiesti,20,47,magdalena,22.89,22.39,21.88,21.37,20.86,20.35
pbrmivih,1,85,casanare,NA,NA,NA,NA,0,11.1
pcrparin,1,5,antioquia,100,100,97.65,96.95,96.92,98.37
pcrparin,1,73,tolima,83.63,80.37,82.77,87.39,98.39,98.59
pcrparin,1,19,cauca,97.91,96.77,96.83,95.67,95.69,97.2
pcrparin,1,5,antioquia,62.69,75.97,70.8,72.36,85.09,87.6
ttdiesti,20,13,bolivar,24.43,23.89,23.34,22.8,22.26,21.71
pcrparin,1,5,antioquia,98.22,100,98.88,99.26,100,99.01
pcrparin,1,15,boyaca,100,96.88,100,96,100,100
ttdiesti,20,63,quindio,17.4,17.19,16.98,16.77,16.56,16.35
ttdiesti,20,73,tolima,38.11,38.11,38.11,38.11,38.11,38.11
ttdiesti,20,63,quindio,19.73,19.57,19.42,19.26,19.11,18.95
ctrmormt,17,41,huila,8,17,14,8,4,9
pcrrncpn,1,41,huila,82.72,85.73,88.25,89.99,91.12,90.97
ttdiesti,20,94,guainia,81.19,81.19,81.19,81.19,81.19,81.19
pcrparin,1,25,cundinamarca,99.26,100,99.28,99.69,99.66,99.71
ttdiesti,20,97,vaupes,46.25753813,45.37106072,44.51409489,43.66812227,42.85461307,42.05692554
ttdiesti,20,52,narino,17.24,16.86,16.48,16.09,15.71,15.33
pcrparin,1,25,cundinamarca,98.11,98.11,96.3,97.37,98.11,98.28
pcrperca,1,52,narino,90.56153944,93.29820958,94.2422743,94.98298912,96.25644805,96.87816853
pcrparin,1,97,vaupes,NA,NA,11.76,38.1,33.33,15.15
ttdiesti,20,47,magdalena,37.36,37.36,37.36,37.36,37.36,37.36
pcrparin,1,81,arauca,79.32323431,81.65427509,89.73194985,88.74405131,88.60544218,90.00222668
pcrparin,1,68,santander,96.55,94.87,95.74,100,92.31,88.37
pcrparin,1,91,amazonas,14.29,100,100,NA,NA,100
ttdiesti,20,41,huila,25.59,25.59,25.59,25.59,25.59,25.59
pcrparin,1,52,narino,97.3,98.18,97.79,94.05,97.87,98.72
pcrparin,1,41,huila,82.11,89.44,91.42,91.4,91.5,92.53
pcrparin,1,52,narino,82.04,79.84,84.3,79.57,78.24,82.55
ttdiesti,20,73,tolima,27.84,27.51,27.18,26.85,26.52,26.19
ttdiesti,20,15,boyaca,20.39,19.57,18.76,17.94,17.13,16.31
pcrparin,1,97,vaupes,43.29159213,48.69109948,59.24528302,48.94810659,49.51456311,46.59270998
ttdnesti,20,88,san andres,23.89273838,23.32559435,22.75845032,22.19130629,21.62416226,21.05701823
pbrmivih,1,NA,NA,NA,NA,NA,11.8,5,5.7
ttdnesti,20,81,arauca,70.84249471,63.2968048,55.75111489,48.20542498,40.65973507,33.11404515
ttdiesti,20,25,cundinamarca,21.8,21.8,21.8,21.8,21.8,21.8
pcrparin,1,85,casanare,100,94.57,97.22,96.36,92.31,96.85
pcrparin,1,73,tolima,83.33,80.5,94.46,95.09,97.69,97.08
ttdiesti,20,15,boyaca,21.04,20.2,19.36,18.52,17.67,16.83
cgrnacim,17,95,guaviare,518,537,500,569,614,590
ttdiesti,20,52,narino,18.83,18.62,18.41,18.2,17.99,17.78
pcrparin,1,70,sucre,97.75273664,97.8084739,98.31139476,98.2023594,98.4695518,98.6603405
pcrparin,1,5,antioquia,95.15,96.46,95.79,96.94,98.78,97.47
ttdiesti,20,27,choco,42.76,42.54,42.32,42.11,41.89,41.67
ttdiesti,20,23,cordoba,26.08,25.5,24.92,24.34,23.76,23.18
ttdiesti,20,70,sucre,39.7,39.7,39.7,39.7,39.7,39.7
pcrparin,1,95,guaviare,89.31,94.64,93.18,94.92,95.5,97.75
ttdiesti,20,52,narino,22.01,21.96,21.9,21.85,21.79,21.74
pcrparin,1,15,boyaca,94.79,97.32,94.92,97.04,96.15,99.34
ttdiesti,20,25,cundinamarca,18.7,18.49,18.28,18.08,17.87,17.66
pbepredg,1,41,huila,NA,NA,NA,NA,NA,2.9
pcrparin,1,52,narino,80.91,90.85,90.63,97.11,98.89,99.45
igrtgfec,2,63,quindio,NA,NA,NA,NA,NA,NA
ttdiesti,20,27,choco,31.29,30.04,28.79,27.53,26.28,25.03
ttdiesti,20,19,cauca,28.15,27.52,26.9,26.27,25.65,25.02
pcrparin,1,18,caqueta,99.82,98.11,97.67,97.74,98.55,100
pcrparin,1,20,cesar,91.33,96.98,96.43,89.45,91.98,92.9
pcrparin,1,13,bolivar,88.17,82.76,85.71,88.89,91.92,94.25
pgeembar,1,27,choco,25.8,NA,NA,NA,NA,29.4
pcrparin,1,52,narino,63.97,70.15,72.43,78.53,98.21,97.83
pcrparin,1,41,huila,84.83,86.41,89.29,92.95,93.02,95.2
pcrparin,1,15,boyaca,96.15,100,95.45,95.65,91.18,93.33
pbretaia,1,25,cundinamarca,NA,NA,NA,NA,NA,100
pcrparin,1,27,choco,96.84,99.37,98.92,98.38,97.84,96.36
pcrparin,1,25,cundinamarca,100,100,100,98.89,98.73,97.65
pcrrncpn,1,11,bogota,87.18,86.46,86.7,86.01,85.73,88.89
pcrparin,1,19,cauca,86.26,86.76,92.31,89.91,89.81,96.43
pcrparin,1,19,cauca,98.19,96.51,97.53,97.49,91,96.75
pbrmivih,1,23,cordoba,NA,NA,NA,NA,17.6,9.8
ttdiesti,20,68,santander,22.96,22.28,21.59,20.9,20.21,19.52
ttdiesti,20,15,boyaca,21.73,21.08,20.43,19.77,19.12,18.47
pcrperca,1,86,putumayo,88.01843318,90.65438495,92.0263789,93.43498518,91.67542569,94.86558489
ttdiesti,20,5,antioquia,14.45,14.29,14.12,13.96,13.8,13.64
pcrparin,1,47,magdalena,99.46,94.23,90.94,97.3,99.07,99.19
caelacex,5,41,huila,NA,NA,NA,NA,NA,1.1
ttdiesti,20,25,cundinamarca,19.02,18.81,18.6,18.39,18.17,17.96
ttdiesti,20,25,cundinamarca,18.27,18.07,17.87,17.67,17.46,17.26
ttdiesti,20,73,tolima,13.81,13.81,13.81,13.8,13.8,13.8
pbepredg,1,81,arauca,NA,NA,NA,NA,NA,3
pbepredg,1,70,sucre,NA,NA,NA,NA,NA,4.9
ttdiesti,20,25,cundinamarca,31.92,31.37,30.82,30.27,29.72,29.17
ttdiesti,20,52,narino,16.22,15.86,15.5,15.14,14.78,14.42
pbehtaco,1,47,magdalena,NA,NA,9.1,NA,NA,NA
ttdiesti,20,73,tolima,31.29,31.29,31.29,31.29,31.29,31.29
ttdiesti,20,25,cundinamarca,13.25,12.95,12.66,12.36,12.07,11.77
pbehtaco,1,NA,NA,NA,NA,4.76,NA,NA,NA
pcrparin,1,15,boyaca,91.43,88.37,92.68,97.37,94.74,100
pbrmivih,1,NA,NA,NA,NA,NA,9.5,8.7,9.5
pcrrncpn,1,54,n.santander,75.09,79.71,79.65,83.11,80.91,84.62
ttdiesti,20,68,santander,25.05,24.3,23.54,22.79,22.04,21.29
pcrparin,1,15,boyaca,98.1,99.07,97.89,100,99.01,98.84
pcrparin,1,25,cundinamarca,100,92.73,96.08,100,96.08,97.67
pcrparin,1,25,cundinamarca,97.16,98.14,93.84,96.97,98.02,95
ttdiesti,20,85,casanare,40.43,40.09,39.74,39.4,39.06,38.71
paemetmo,1,170,colombia,66.1,NA,NA,NA,NA,70.5
pcrparin,1,91,amazonas,85.37,78.95,76,95,74.29,65.31
ttdiesti,20,76,valle del cauca,15.34,14.88,14.42,13.96,13.5,13.04
pcrparin,1,5,antioquia,97.96,98.21,98.38,98.33,99.24,99.23
pcrparin,1,25,cundinamarca,100,100,98.59,96.36,94.87,100
cgrnacim,17,9,NA,829,571,779,872,849,845
ttdiesti,20,15,boyaca,28.8,27.65,26.5,25.35,24.2,23.04
cgrnacim,17,52,narino,15922,14584,15481,15767,15539,15114
pcrparin,1,18,caqueta,96,96.65,96.86,98.94,97.3,100
pcrparin,1,25,cundinamarca,99.43,99.68,99.45,99.49,99.78,99.72
ttdiesti,20,8,atlantico,21.42,20.95,20.47,19.99,19.52,19.04
cgrnacim,17,170,colombia,719968,714450,709253,715453,699775,654627
ttdiesti,20,13,bolivar,36.38,35.57,34.76,33.95,33.15,32.34
cgrnacim,17,19,cauca,7249,7193,7297,7209,7324,7204
ttdiesti,20,15,boyaca,30.01,28.8,27.6,26.4,25.2,24
ttdiesti,20,25,cundinamarca,19.79,19.35,18.91,18.47,18.03,17.59
ttdnesti,20,73,tolima,29.71006167,28.32303644,26.93601122,25.54898599,24.16196077,22.77493554
pbepredg,1,19,cauca,NA,NA,NA,NA,NA,5
pcrparin,1,17,caldas,83.84,87.62,87.33,95.57,98.98,98.95
ttdiesti,20,5,antioquia,45.52,43.83,42.14,40.45,38.76,37.07
pcrparin,1,73,tolima,93.48,85.19,80.85,89.93,93.92,98.32
ttdiesti,20,25,cundinamarca,19.22,19.22,19.22,19.22,19.22,19.22
caelacex,5,73,tolima,NA,NA,NA,NA,NA,3.3
ttdiesti,20,70,sucre,19.69,19.47,19.25,19.03,18.81,18.59
ttdiesti,20,54,n.santander,22.73,22.73,22.73,22.73,22.73,22.73
ttdiesti,20,68,santander,30.24,29.03,27.82,26.61,25.4,24.19
pbehtaco,1,44,la guajira,NA,NA,4.6,NA,NA,NA
pcrparin,1,27,choco,48.15,47.5,65.67,68.67,76.39,85.25
paemetmo,1,170,colombia,68.5,NA,NA,NA,NA,75.1
pcrparin,1,13,bolivar,92.62,90.82,91.98,95.71,96.53,98.25
ttdiesti,20,52,narino,22.19,21.7,21.2,20.71,20.22,19.72
pcrparin,1,5,antioquia,92.93,95.16,94.55,95.19,93.75,94.67
pcrparin,1,27,choco,76.47,64.29,92.31,90.24,95.83,97.96
pcrparin,1,52,narino,84.57,91.16,89.31,94.12,94.27,98.28
pcrparin,1,47,magdalena,95.25,98.58,98.06,98.71,98.92,99.82
ttdiesti,20,19,cauca,23.92,23.39,22.86,22.33,21.8,21.27
pcrparin,1,5,antioquia,99.77,100,99.19,99.46,99.72,99.84
ttdiesti,20,5,antioquia,16.5,16.32,16.14,15.95,15.77,15.58
pcrparin,1,5,antioquia,99.52,99.51,99.59,99.56,99.64,99.66
ttdiesti,20,47,magdalena,17.25,16.87,16.49,16.1,15.72,15.34
pcrparin,1,50,meta,81.54,90.14,77.27,88,87.5,90.91
ttdiesti,20,25,cundinamarca,14.04,13.89,13.73,13.58,13.42,13.26
pcrparin,1,5,antioquia,91.68,92.11,92.18,93.02,94.78,94.78
pcrparin,1,76,valle del cauca,95.08,98.52,98.08,98.2,99.25,98.88
ttdiesti,20,15,boyaca,21.3,20.66,20.02,19.38,18.74,18.1
pcrparin,1,47,magdalena,100,100,100,99.75,99.32,99.77
pcrparin,1,15,boyaca,96,88.24,95,100,95.45,100
ttdiesti,20,73,tolima,18.45,18.24,18.02,17.8,17.58,17.36
ttdiesti,20,15,boyaca,21.49,21.49,21.49,21.49,21.49,21.49
ttdiesti,20,73,tolima,18.89,18.67,18.44,18.22,17.99,17.77
ttdiesti,20,86,putumayo,21.18,20.94,20.71,20.47,20.24,20
ttdiesti,20,97,vaupes,60.79,58.76,56.73,54.7,52.67,50.63
ttdiesti,20,54,n.santander,12.31,12.25,12.2,12.14,12.09,12.03
ttdiesti,20,5,antioquia,18.06,17.86,17.65,17.45,17.25,17.05
pcrparin,1,27,choco,66.67,29.03,54.17,66.67,84.62,52.94
rtrmorpu,4,8,atlantico,71.39,73.94,64.36,69.99,75.21,76.71
ttdiesti,20,68,santander,17.88,17.16,16.45,15.73,15.02,14.3
rgrtgfec,3,63,quindio,NA,NA,NA,NA,NA,NA
ttdiesti,20,73,tolima,30.37,30.37,30.37,30.37,30.37,30.37
pcrparin,1,5,antioquia,100,98.68,94.67,92.98,100,100
ttdiesti,20,70,sucre,21.97,21.48,20.99,20.5,20.01,19.53
ctrmormt,17,11,bogota,64,57,55,44,61,41
pcrparin,1,86,putumayo,88.6328725,90.80790635,92.14628297,93.35027531,92.28505361,95.08355534
ttdiesti,20,86,putumayo,22.79,22.28,21.77,21.27,20.76,20.26
ttdiesti,20,68,santander,22.83,21.91,21,20.09,19.17,18.26
ttdiesti,20,5,antioquia,22.94,22.43,21.92,21.41,20.9,20.39
ttdiesti,20,8,atlantico,29.82,29.82,29.82,29.82,29.82,29.82
pcrparin,1,97,vaupes,70.37,85.71,76.92,50,60,50.79
pbretaia,1,95,guaviare,NA,NA,NA,NA,NA,100
pgeembar,1,73,tolima,20.5,NA,NA,NA,NA,18.7
pcrparin,1,5,antioquia,100,99.79,100,99.8,100,99.55
pcrparin,1,19,cauca,90.04,94.15,97.23,96.65,97.3,97.32
pcrperca,1,73,tolima,92.74951706,94.305519,95.67609348,96.56366911,97.44629496,98.45147442
pbepredc,1,41,huila,13.3,NA,NA,NA,NA,11.7
igrtgfec,2,86,putumayo,NA,NA,NA,NA,NA,NA
pcrparin,1,19,cauca,85,87.02,97.76,98.67,97.58,99.44
ttdiesti,20,47,magdalena,20.28,19.83,19.38,18.93,18.48,18.03
ttdiesti,20,54,n.santander,19.78,19.56,19.34,19.12,18.9,18.68
pcrparin,1,52,narino,43.43,61.18,60.75,61.75,74.79,79.76
pcrparin,1,52,narino,71.2,81.71,84.91,89.87,100,95.65
ttdiesti,20,27,choco,50.77,48.74,46.71,44.68,42.65,40.62
pcrparin,1,23,cordoba,100,99.48,100,98.61,97.14,99.51
pcrparin,1,41,huila,82.97,91.45,89.43,88.31,91.2,91.75
pbehtaco,1,NA,NA,NA,NA,6.57,NA,NA,NA
pcrparin,1,73,tolima,93.64,95.57,95.29,99.37,99.17,99.3
ttdiesti,20,27,choco,28.47,28.3,28.12,27.95,27.77,27.6
pcrparin,1,76,valle del cauca,98.76,99.32,99.52,99.52,99.67,99.8
pcrparin,1,18,caqueta,99.03,96.61,97.28,95.35,99.03,98.95
ttdiesti,20,25,cundinamarca,15.89,15.72,15.54,15.36,15.19,15.01
ttdiesti,20,25,cundinamarca,14.24,14.08,13.92,13.76,13.61,13.45
pcrparin,1,68,santander,72.41,90.91,90.48,91.67,86.96,95
ttdiesti,20,27,choco,44.16,43.18,42.2,41.22,40.24,39.25
pcrparin,1,47,magdalena,91.62,97.59,97.39,97.09,96.84,96.53
cgrnacim,17,5,antioquia,94636,94141,92465,90973,85955,78207
ttdiesti,20,27,choco,62.16,60.61,59.05,57.5,55.94,54.39
pcrparin,1,91,amazonas,78.75197472,85.14531755,84.42748092,81.31241084,82.68025078,81.06180666
pcrparin,1,25,cundinamarca,98.04,94.62,97.96,96.34,98.73,96.97
ttdiesti,20,8,atlantico,17.98172558,17.77810905,17.57343313,17.36810045,17.16136858,16.95387564
pgeembar,1,25,cundinamarca,17.2,NA,NA,NA,NA,23.8
pcrparin,1,18,caqueta,98.95,99.48,99.15,99.53,99.29,99.68
pcrparin,1,5,antioquia,78.12,89.39,95.75,91.01,88.84,93.25
ttdiesti,20,19,cauca,35.86,35.06,34.27,33.47,32.67,31.88
igrtgfec,2,73,tolima,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,18.4,18.2,17.99,17.79,17.59,17.38
ttdiesti,20,15,boyaca,20.71,20.09,19.47,18.85,18.23,17.6
ttdiesti,20,13,bolivar,25.43,24.86,24.3,23.73,23.17,22.6
ttdiesti,20,27,choco,32.47,31.17,29.87,28.57,27.27,25.97
pgeembar,1,88,san andres,21,NA,NA,NA,NA,19.2
pgeembar,1,17,caldas,19.3,NA,NA,NA,NA,17.7
pbepredc,1,20,cesar,11.5,NA,NA,NA,NA,11.7
pcrparin,1,5,antioquia,96.16,96.93,97,98.87,98.57,98.74
pgeembar,1,11,bogota,22.6,NA,NA,NA,NA,17.5
pcrparin,1,13,bolivar,72.37,77.6,77.2,82.25,91.44,96.85
pcrparin,1,23,cordoba,97.74699908,98.45568014,99.28653625,98.79518072,99.13940146,99.28306124
pcrparin,1,76,valle del cauca,99.57,99.02,99.77,99.2,99.48,99.71
cgrnacim,17,50,meta,20988,21767,22221,22341,22799,21188
pcrparin,1,68,santander,59.85,29.58,61.9,70.69,78.87,83.82
rtrmorpu,4,41,huila,38.33,81.06,66.75,38.92,20.19,48.13
pcrparin,1,15,boyaca,98.39,99.47,99.48,99.03,99.46,98.68
pcrrncpn,1,5,antioquia,84.31,84.66,85.66,85.79,86.55,89.06
ttdiesti,20,25,cundinamarca,21.79,21.31,20.82,20.34,19.85,19.37
pcrparin,1,25,cundinamarca,99.46,99.46,98.51,99.48,98.96,99.43
pcrparin,1,13,bolivar,86.81,91.61,96,90.08,98.19,97.95
ttdiesti,20,68,santander,33.88,33.88,33.88,33.88,33.88,33.88
pbepredg,1,23,cordoba,NA,NA,NA,NA,NA,4.3
ttdiesti,20,97,vaupes,51.86,51.86,51.86,51.86,51.86,51.86
pcrparin,1,5,antioquia,99.24,99.03,98.66,99.45,98.31,100
ttdiesti,20,5,antioquia,10.7,10.65,10.6,10.56,10.51,10.46
pcrparin,1,13,bolivar,98.99,99.36,98.68,99.37,99.56,100
ttdiesti,20,97,vaupes,41.43,41.43,41.43,41.43,41.43,41.43
pcrparin,1,66,risaralda,99.43,100,99.04,99.62,98.5,99.54
ttdiesti,20,8,atlantico,31.44,31.44,31.44,31.44,31.44,31.44
pcrparin,1,19,cauca,98.41,99.33,98.28,96.58,97.1,96.49
ttdiesti,20,68,santander,23.8,23.08,22.37,21.66,20.94,20.23
ttdiesti,20,20,cesar,18.3,17.9,17.49,17.08,16.68,16.27
pbrmivih,1,94,guainia,NA,NA,NA,NA,NA,NA
pcrparin,1,73,tolima,87.15,79.06,92.35,96.67,97.44,99.21
ptrldeng,1,13,bolivar,NA,NA,0,0,0,7
pcrparin,1,54,n.santander,94.12,96.49,100,100,100,97.5
pbehtaco,1,15,boyaca,NA,NA,9.9,NA,NA,NA
cgrnacim,17,20,cesar,18263,18541,17125,17319,17530,17039
ttdiesti,20,15,boyaca,22.1,22.1,22.1,22.1,22.1,22.1
ttdiesti,20,52,narino,35.61,35.61,35.61,35.61,35.61,35.61
ttdiesti,20,19,cauca,13.83,13.53,13.22,12.91,12.6,12.3
pcrparin,1,47,magdalena,75.68,91.53,98.31,93.38,98.88,97.02
pcrparin,1,19,cauca,86.02639216,87.74607626,92.56058394,93.83913621,94.47233314,95.134691
ttdiesti,20,25,cundinamarca,14.53,14.21,13.89,13.56,13.24,12.92
ttdiesti,20,13,bolivar,22.87,22.62,22.37,22.11,21.86,21.6
pcrparin,1,54,n.santander,93.9,89.2,91.83,88.18,91.4,94.67
ttdiesti,20,15,boyaca,20.64,19.82,18.99,18.17,17.34,16.52
pgeembar,1,91,amazonas,25.5,NA,NA,NA,NA,35.4
cgrnacim,17,17,caldas,20523,19975,19605,19193,18691,17754
pbehtaco,1,99,vichada,NA,NA,6.4,NA,NA,NA
rgrtgfec,3,5,antioquia,NA,NA,NA,NA,NA,NA
pcrparin,1,5,antioquia,86.61,87.88,93.87,96.56,96.49,96.36
pcrparin,1,23,cordoba,95.75,97.8,99.63,97.7,99.01,98.61
ctrmormt,17,76,valle del cauca,55,41,39,27,33,30
pbepredg,1,5,antioquia,NA,NA,NA,NA,NA,2.8
ttdiesti,20,68,santander,22.65,22.22,21.8,21.37,20.94,20.52
ttdiesti,20,68,santander,28.92,27.76,26.6,25.45,24.29,23.13
pcrparin,1,25,cundinamarca,94.55,92.59,90.2,97.83,97.22,95.83
ttdiesti,20,68,santander,31.35,30.71,30.06,29.42,28.78,28.13
pcrparin,1,25,cundinamarca,99.71,99.25,100,99.75,99.73,99.72
ttdiesti,20,15,boyaca,17.56,16.86,16.16,15.46,14.75,14.05
ttdiesti,20,88,san andres,17.08,16.7,16.32,15.94,15.56,15.18
ttdiesti,20,52,narino,23.26,22.74,22.22,21.71,21.19,20.67
ttdiesti,20,66,risaralda,17.96,17.24,16.52,15.81,15.09,14.37
ttdiesti,20,8,atlantico,17.72,17.52,17.32,17.12,16.93,16.73
ttdiesti,20,27,choco,54.61,54.16,53.71,53.26,52.8,52.35
pcrparin,1,5,antioquia,99.74,99.6,99.87,99.56,99.7,99.21
pcrparin,1,85,casanare,98.98,99.21,98.01,98.73,98.2,98.48
pcrparin,1,17,caldas,92.21,100,92.86,98,97.09,100
pcrparin,1,15,boyaca,96.97,100,100,100,100,100
pcrparin,1,54,n.santander,95.57,98.8,100,100,99.43,99.14
pcrparin,1,54,n.santander,96.11,95.32,97.85,98.83,98.59,99.39
ttdiesti,20,76,valle del cauca,17.53,17.11,16.69,16.27,15.85,15.43
ttdiesti,20,15,boyaca,18.31,17.76,17.21,16.66,16.11,15.56
pcrparin,1,5,antioquia,97.3,100,95.71,100,97.06,97.14
pcrparin,1,68,santander,79.49,88,100,97.3,89.19,90.32
pcrparin,1,20,cesar,93.47,94.22,96.21,91.54,96.49,99.41
pcrparin,1,20,cesar,100,98.31,98.59,100,98.36,100
ttdiesti,20,54,n.santander,11.86,11.72,11.59,11.46,11.33,11.2
ttdiesti,20,13,bolivar,21.06,20.59,20.12,19.66,19.19,18.72
ttdiesti,20,52,narino,43.6,43.6,43.6,43.6,43.6,43.6
pcrparin,1,52,narino,77.66,73.44,93.15,93.33,95.52,96.83
pcrparin,1,91,amazonas,50,100,NA,100,NA,NA
pcrparin,1,41,huila,97.14,100,98.8,97.78,98.73,96.88
pbepredg,1,66,risaralda,NA,NA,NA,NA,NA,2
ttdiesti,20,54,n.santander,30.37,29.47,28.58,27.69,26.8,25.9
pcrparin,1,25,cundinamarca,100,100,95.51,98.48,97.7,93.33
ttdiesti,20,17,caldas,17.11,16.6,16.08,15.57,15.06,14.54
ttdiesti,20,91,amazonas,56.23,56.23,56.23,56.23,56.23,56.23
ttdiesti,20,19,cauca,20.76,20.3,19.84,19.38,18.91,18.45
pcrparin,1,5,antioquia,98.92,98.78,100,100,98.6,97.69
ttdiesti,20,85,casanare,42.38,41,39.62,38.24,36.86,35.48
pcrparin,1,70,sucre,98.31,98,97.08,98.16,98.02,97.72
pcrparin,1,50,meta,75.45,83.78,79.85,89.16,97.91,97.08
cgrnacim,17,73,tolima,15530,15058,15042,16021,15551,14332
ctrmormt,17,99,vichada,0,1,4,0,2,1
pbepredc,1,25,cundinamarca,NA,NA,NA,NA,NA,13.1
ttdiesti,20,50,meta,37.3,37.3,37.3,37.3,37.3,37.3
pcrparin,1,52,narino,99.35,98.55,97.53,100,99.19,99.01
ttdiesti,20,81,arauca,24.5,24.05,23.6,23.15,22.7,22.25
rtrmorpu,4,15,boyaca,73.09,65.08,107.12,62.52,74.9,73.22
pcrparin,1,86,putumayo,87.69,96.32,94.17,96.14,96.33,98.13
ttdiesti,20,54,n.santander,19.9,19.68,19.46,19.24,19.02,18.8
igrtgfec,2,11,bogota,NA,NA,NA,NA,NA,NA
pcrparin,1,68,santander,100,100,100,100,100,100
pcrrncpn,1,47,magdalena,79.95,78.92,76.89,80.03,80.78,83.69
pcrparin,1,41,huila,93.09,92.31,91.19,94.5,94.7,96.91
pcrparin,1,41,huila,97.78,93.46,89.41,92.61,90.48,95.79
pcrparin,1,15,boyaca,85.09,89.23,96,97.73,96.3,94.12
pcrparin,1,5,antioquia,99.81,99.7,99.84,99.83,99.85,99.8
pcrparin,1,25,cundinamarca,100,99.52,99.26,99.19,99.22,99.74
pcrparin,1,15,boyaca,86.59,94.81,92.75,96,97.14,96.92
pcrparin,1,13,bolivar,96.33,97.59,98.05,98.23,98.9,99.54
pcrparin,1,5,antioquia,95.43,95.85,96.73,97.29,97.73,98.28
pcrparin,1,47,magdalena,98.57,97.19,98.45,98.13,100,98.83
pcrparin,1,23,cordoba,98.17,98.92,99.41,98.37,99.45,100
ttdiesti,20,15,boyaca,24.41,23.44,22.46,21.48,20.51,19.53
ttdiesti,20,19,cauca,24.5,23.95,23.41,22.86,22.32,21.78
pcrperca,1,95,guaviare,97.37442922,96.72,95.96670935,96.41959799,96.18055556,97.7037037
ttdiesti,20,27,choco,50.02,50.02,50.02,50.02,50.02,50.02
pcrparin,1,15,boyaca,97.41,99.03,98.25,93.62,97.5,99.05
pcrparin,1,17,caldas,96.63,97.25,99.43,98.17,97.2,100
ttdiesti,20,23,cordoba,35.42,34.63,33.84,33.06,32.27,31.48
pcrparin,1,15,boyaca,95.54,97.39,96.05,95.86,94.78,97.62
ttdiesti,20,19,cauca,16.58,16.21,15.85,15.48,15.11,14.74
ttdiesti,20,23,cordoba,35.23,35.23,35.23,35.23,35.23,35.23
ttdiesti,20,41,huila,27.47,26.65,25.83,25.02,24.2,23.38
pcrparin,1,5,antioquia,98.77,97.44,94.92,100,95.31,96.83
ttdiesti,20,5,antioquia,19.71,19.27,18.83,18.39,17.96,17.52
ttdiesti,20,25,cundinamarca,17.59,17.39,17.19,17,16.8,16.61
pcrparin,1,50,meta,93.69425952,94.55567745,95.28454234,97.65332657,97.79908617,98.16726214
pbepredc,1,81,arauca,NA,NA,NA,NA,NA,13
pcrparin,1,25,cundinamarca,98.74,99.69,99.69,99.72,99.44,99.35
pcrparin,1,70,sucre,95.81,97.67,98.72,97.87,95.41,97.76
ttdiesti,20,25,cundinamarca,13.57,13.42,13.27,13.12,12.97,12.82
pcrparin,1,68,santander,96,100,100,100,100,100
ttdiesti,20,86,putumayo,27.01,26.41,25.81,25.21,24.61,24.01
ttdiesti,20,68,santander,23.82,23.82,23.82,23.82,23.82,23.82
ttdiesti,20,19,cauca,31.1,30.41,29.72,29.02,28.33,27.64
pcrparin,1,15,boyaca,99.49,99.49,99.11,99.18,99.37,99.29
pbrmivih,1,27,choco,NA,NA,NA,NA,25,33.3
pcrparin,1,5,antioquia,99.2,99.2,99.02,99.21,99.38,99.19
ttdiesti,20,23,cordoba,30.32,29.65,28.98,28.3,27.63,26.95
pcrparin,1,44,la guajira,86.6,87.83,97.13,98.54,98.51,98.96
pcrparin,1,47,magdalena,99.58,99.44,99.29,99.51,99.66,99.77
rtrmorpu,4,23,cordoba,25.85,59.23,161.1,87.69,69.78,146.84
pgeembar,1,99,vichada,20.1,NA,NA,NA,NA,31.3
